week_start,cell_id,category,channel,spend,context_index,measured_incremental_contribution,evidence_type,evidence_reference
2024-01-01,Beauty | Affiliate,Beauty,Affiliate,97818.62345914,1.00000000,101161.08577223,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Electronics | Paid Search,Electronics,Paid Search,50401.20682783,0.96029772,101905.63460339,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Grocery | Affiliate,Grocery,Affiliate,104841.24700935,1.00417172,127223.09641892,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,101136.56710587,1.04721510,216431.50086869,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Grocery | Paid Search,Grocery,Paid Search,47033.92230713,1.08085768,114639.19298756,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Home | Affiliate,Home,Affiliate,52328.40964294,1.09840103,165583.38719005,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Home | Lifecycle CRM,Home,Lifecycle CRM,211194.81822982,1.09635216,164643.81882862,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-15,Home | Paid Search,Home,Paid Search,59450.83711293,1.07511902,177752.29634249,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Beauty | Affiliate,Beauty,Affiliate,59885.88960512,0.93368773,72460.24318679,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,68126.93360848,0.90773167,120472.80490239,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Beauty | Paid Search,Beauty,Paid Search,115304.66169186,0.90014677,112620.67805535,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Electronics | Affiliate,Electronics,Affiliate,42709.08246302,0.91244323,114877.17249414,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,132743.83590958,0.94217274,110327.53317370,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Electronics | Paid Search,Electronics,Paid Search,35054.66885319,0.98341600,91347.79929781,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Grocery | Affiliate,Grocery,Affiliate,139938.26032035,1.02796123,151080.83232438,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,112839.18613973,1.06693921,221481.12748285,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Grocery | Paid Search,Grocery,Paid Search,98747.87939567,1.09258921,164105.51195655,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Home | Affiliate,Home,Affiliate,51850.31842967,1.09980416,180730.83035817,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Home | Lifecycle CRM,Home,Lifecycle CRM,217756.06540342,1.08714753,152327.27316431,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-22,Home | Paid Search,Home,Paid Search,98742.14420561,1.05713931,218001.17657899,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Beauty | Affiliate,Beauty,Affiliate,60410.16954540,0.91770161,71491.35267107,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,98040.54527142,0.90118580,130333.15965851,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Beauty | Paid Search,Beauty,Paid Search,82540.52727924,0.90434446,95245.43482860,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Electronics | Affiliate,Electronics,Affiliate,41002.12697542,0.92654870,103875.98351556,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,96395.53480400,0.96337752,109910.79698722,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Electronics | Paid Search,Electronics,Paid Search,60258.55322308,1.00749808,124449.49310351,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Grocery | Affiliate,Grocery,Affiliate,78606.85713254,1.05012573,105470.97647080,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,59127.71237822,1.08277306,203675.26756789,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Grocery | Paid Search,Grocery,Paid Search,132953.16461257,1.09893980,170013.79913773,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Home | Affiliate,Home,Affiliate,55375.99411364,1.09540704,127497.18397650,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Home | Lifecycle CRM,Home,Lifecycle CRM,66323.85040834,1.07287819,86452.87309116,synthetic_fixture,public-safe-schema-fixture-v1
2024-04-29,Home | Paid Search,Home,Paid Search,49941.27832116,1.03583887,168408.87026833,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Beauty | Affiliate,Beauty,Affiliate,37818.66142418,0.90649838,62981.04860154,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,72253.08757009,0.90038264,119727.58383134,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Beauty | Paid Search,Beauty,Paid Search,114170.44096730,0.91410130,116336.64655867,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Electronics | Affiliate,Electronics,Affiliate,60694.10808221,0.94492289,158853.89666606,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,94294.84080939,0.98671065,111806.53518302,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Electronics | Paid Search,Electronics,Paid Search,51276.56797344,1.03114440,107037.55401225,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Grocery | Affiliate,Grocery,Affiliate,108004.37814508,1.06937711,130558.02594421,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,53407.28208203,1.09379644,173544.22463040,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Grocery | Paid Search,Grocery,Paid Search,73195.32177186,1.09954036,143167.72852655,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Home | Affiliate,Home,Affiliate,103618.71955943,1.08546521,226490.99135707,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Home | Lifecycle CRM,Home,Lifecycle CRM,61833.74768265,1.05437345,91687.43787711,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-06,Home | Paid Search,Home,Paid Search,147045.56930746,1.01245561,251777.16536239,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Beauty | Affiliate,Beauty,Affiliate,54193.73774817,0.90072911,70177.96695876,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,94835.49056764,0.90536889,131561.55417315,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Beauty | Paid Search,Beauty,Paid Search,80628.08927045,0.92885026,84839.05068381,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Electronics | Affiliate,Electronics,Affiliate,36608.09312973,0.96649797,105409.39267543,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,91367.15103745,1.01081612,94894.18522896,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Electronics | Paid Search,Electronics,Paid Search,72583.65700829,1.05298072,149335.96423720,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Grocery | Affiliate,Grocery,Affiliate,58333.37133982,1.08459655,103557.93324352,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,69545.25028228,1.09936872,207130.87434985,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Grocery | Paid Search,Grocery,Paid Search,154270.04288992,1.09435600,178445.64600595,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Home | Affiliate,Home,Affiliate,92938.32714059,1.07055645,214722.04484543,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Home | Lifecycle CRM,Home,Lifecycle CRM,82977.53661340,1.03270871,123349.42255783,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-13,Home | Paid Search,Home,Paid Search,69441.71432599,0.98834847,198074.01683830,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Beauty | Affiliate,Beauty,Affiliate,133332.08330302,0.90072911,98297.52378350,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,97226.58326398,0.91585475,128247.75440635,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Beauty | Paid Search,Beauty,Paid Search,97989.39136297,0.94773419,95765.19963111,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Electronics | Affiliate,Electronics,Affiliate,58072.04572395,0.99002006,141306.13758662,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,137817.20145704,1.03429299,125997.83343530,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Electronics | Paid Search,Electronics,Paid Search,111610.19990756,1.07173799,184477.36991495,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Grocery | Affiliate,Grocery,Affiliate,101651.24977818,1.09489954,127057.54433391,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,113149.18438107,1.09916604,238718.13777587,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Grocery | Paid Search,Grocery,Paid Search,52856.01698272,1.08368801,123231.83623888,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Home | Affiliate,Home,Affiliate,57400.27148973,1.05154721,161696.09392667,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Home | Lifecycle CRM,Home,Lifecycle CRM,100910.78684590,1.00914306,109294.02141318,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-20,Home | Paid Search,Home,Paid Search,75402.03474991,0.96491848,188504.91381754,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Beauty | Affiliate,Beauty,Affiliate,128078.67531596,1.02434316,110676.50200039,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,58352.15721106,1.05229083,131130.12526267,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Beauty | Paid Search,Beauty,Paid Search,64387.57984182,1.09571084,98120.95877906,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Electronics | Affiliate,Electronics,Affiliate,70373.11291328,1.14595803,181588.59841655,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,83926.60004857,1.19302787,110643.53227654,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Electronics | Paid Search,Electronics,Paid Search,120477.13585642,1.22754850,208939.13552128,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Grocery | Affiliate,Grocery,Affiliate,49719.40995875,1.24264666,117667.30284982,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,92087.86479399,1.23531622,255447.12213914,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Grocery | Paid Search,Grocery,Paid Search,44212.67574898,1.20701671,98057.78212316,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Home | Affiliate,Home,Affiliate,32048.02007835,1.16338272,117790.15657331,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Home | Lifecycle CRM,Home,Lifecycle CRM,180517.25095090,1.11310204,174989.61034241,synthetic_fixture,public-safe-schema-fixture-v1
2024-05-27,Home | Paid Search,Home,Paid Search,47652.33916993,1.06618584,151427.54966852,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Beauty | Affiliate,Beauty,Affiliate,115072.86947487,1.03700282,97247.72772722,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,96851.60089865,1.07418197,169238.94513256,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Beauty | Paid Search,Beauty,Paid Search,86490.38091142,1.12247481,128597.60650904,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Electronics | Affiliate,Electronics,Affiliate,59533.39824155,1.17226596,179698.57472552,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,88089.47010561,1.21364171,104469.53997359,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Electronics | Paid Search,Electronics,Paid Search,94698.59306646,1.23836392,200190.38606573,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Grocery | Affiliate,Grocery,Affiliate,147012.89529213,1.24151023,205375.62436548,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,40401.28653971,1.22245422,181926.31838750,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Grocery | Paid Search,Grocery,Paid Search,43315.00471769,1.18499003,109927.61006966,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Home | Affiliate,Home,Affiliate,75084.04349788,1.13657701,150089.35716883,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Home | Lifecycle CRM,Home,Lifecycle CRM,102038.57400191,1.08685447,120013.83521478,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-03,Home | Paid Search,Home,Paid Search,46905.62948954,1.04572245,132497.10551151,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Beauty | Affiliate,Beauty,Affiliate,92252.01378472,0.93368773,91556.87660751,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,84687.77247496,0.97284695,141182.26638651,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Beauty | Paid Search,Beauty,Paid Search,117080.53281135,1.01741250,115583.81221783,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Electronics | Affiliate,Electronics,Affiliate,57941.70133811,1.05851111,156401.28407588,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,135961.35265577,1.08795983,117143.15867571,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Electronics | Paid Search,Electronics,Paid Search,92868.70618042,1.09989523,155602.73342930,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Grocery | Affiliate,Grocery,Affiliate,40986.50755214,1.09194092,84434.65767394,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,88118.27856781,1.06568063,214782.37479171,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Grocery | Paid Search,Grocery,Paid Search,115014.80016611,1.02634295,167784.91612371,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Home | Affiliate,Home,Affiliate,77583.57787253,0.98176024,151851.56110328,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Home | Lifecycle CRM,Home,Lifecycle CRM,51520.88631442,0.94080917,68085.77451112,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-10,Home | Paid Search,Home,Paid Search,69420.07881103,0.91164333,178418.55972586,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Beauty | Affiliate,Beauty,Affiliate,125165.62650677,0.95352768,115290.89693465,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,76896.44624919,0.99666842,143119.34696583,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Beauty | Paid Search,Beauty,Paid Search,67210.89490810,1.04047250,104933.52932740,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Electronics | Affiliate,Electronics,Affiliate,58413.00519138,1.07621826,159070.56378323,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,125246.11655243,1.09678853,128363.21583833,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Electronics | Paid Search,Electronics,Paid Search,101459.57795758,1.09808764,190793.14858894,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Grocery | Affiliate,Grocery,Affiliate,83618.93262560,1.07985694,120327.87831956,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,104495.71844018,1.04572625,239693.24660635,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Grocery | Paid Search,Grocery,Paid Search,57320.95952781,1.00249120,115855.49924697,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Home | Affiliate,Home,Affiliate,100138.55606115,0.95876014,181115.09274418,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Home | Lifecycle CRM,Home,Lifecycle CRM,193562.50502503,0.92324018,117202.33718927,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-17,Home | Paid Search,Home,Paid Search,133906.58376013,0.90300354,209735.07421535,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Beauty | Affiliate,Beauty,Affiliate,95273.38062451,0.97606843,88348.74804814,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,47994.56682305,1.02068351,113361.83281801,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Beauty | Paid Search,Beauty,Paid Search,114603.05499951,1.06118039,127736.71111566,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Electronics | Affiliate,Electronics,Affiliate,74337.34311050,1.08949589,203921.67097928,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,140665.39507506,1.09999224,113717.73425925,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Electronics | Paid Search,Electronics,Paid Search,116240.42559377,1.09057956,188865.28648672,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Grocery | Affiliate,Grocery,Affiliate,47647.42718902,1.06313196,89473.03749056,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,35364.10753887,1.02311443,125954.10783260,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Grocery | Paid Search,Grocery,Paid Search,77156.15756948,0.97849467,131605.57400125,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Home | Affiliate,Home,Affiliate,85510.21095749,0.93815676,175329.98489392,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Home | Lifecycle CRM,Home,Lifecycle CRM,177158.85761923,0.91013219,130337.02206468,synthetic_fixture,public-safe-schema-fixture-v1
2024-06-24,Home | Paid Search,Home,Paid Search,63327.17792114,0.90000082,165216.36995322,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Beauty | Affiliate,Beauty,Affiliate,72566.40435163,1.00000000,92510.34662195,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,38028.76867948,1.04349655,96647.95846089,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Beauty | Paid Search,Beauty,Paid Search,47985.66315427,1.07833269,85443.01286795,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Electronics | Affiliate,Electronics,Affiliate,33365.05361690,1.09757234,122903.95037142,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,103347.52690255,1.09738476,112123.98650587,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Electronics | Paid Search,Electronics,Paid Search,39801.74180209,1.07780732,114270.46876950,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Grocery | Affiliate,Grocery,Affiliate,132171.95243898,1.04273799,131576.48507461,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,103859.66093132,0.99915928,219931.13658095,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Grocery | Paid Search,Grocery,Paid Search,47669.66047750,0.95574796,99434.29627946,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Home | Affiliate,Home,Affiliate,96223.81980041,0.92114747,159322.20084674,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Home | Lifecycle CRM,Home,Lifecycle CRM,90887.59498231,0.90224699,101598.40011858,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-01,Home | Paid Search,Home,Paid Search,76220.80776142,0.90280969,151888.60952280,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Beauty | Affiliate,Beauty,Affiliate,47892.92723746,1.02393157,79308.53743043,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,38120.40611910,1.06378173,99975.11563219,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Beauty | Paid Search,Beauty,Paid Search,41963.45514835,1.09093259,82025.76751531,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Electronics | Affiliate,Electronics,Affiliate,28595.27221459,1.09997823,115108.00827030,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,115377.72392832,1.08911764,129632.39007144,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Electronics | Paid Search,Electronics,Paid Search,32001.11452584,1.06051320,76262.15944256,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Grocery | Affiliate,Grocery,Affiliate,89264.19749995,1.01986024,103335.15284732,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,100616.73424386,0.97525298,219745.65996089,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Grocery | Paid Search,Grocery,Paid Search,112809.34650526,0.93557301,139835.61569164,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Home | Affiliate,Home,Affiliate,87345.76492732,0.90872082,164968.91239713,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Home | Lifecycle CRM,Home,Lifecycle CRM,88781.61899609,0.90004284,97715.34251885,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-08,Home | Paid Search,Home,Paid Search,114139.36806736,0.91126691,199608.31629000,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Beauty | Affiliate,Beauty,Affiliate,69489.61752581,1.04647232,95681.23216655,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,80607.63971644,1.08036015,162769.33032887,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Beauty | Paid Search,Beauty,Paid Search,60031.47606792,1.09824781,92882.05017800,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Electronics | Affiliate,Electronics,Affiliate,80362.32725744,1.09657376,166338.57967118,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,84691.14766424,1.07567132,102106.52507413,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Electronics | Paid Search,Electronics,Paid Search,107505.61040149,1.03970228,156317.28601416,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Grocery | Affiliate,Grocery,Affiliate,72974.18345375,0.99582828,97899.89804152,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,31682.72747971,0.95278490,117999.56369865,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Grocery | Paid Search,Grocery,Paid Search,104606.96775189,0.91914232,122688.97892980,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Home | Affiliate,Home,Affiliate,68301.73769812,0.90159897,143420.86625592,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Home | Lifecycle CRM,Home,Lifecycle CRM,58400.03096351,0.90364784,67713.07271325,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-15,Home | Paid Search,Home,Paid Search,106081.27319449,0.92488098,216853.17909235,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Beauty | Affiliate,Beauty,Affiliate,88644.30003556,1.06631227,97768.42754529,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,54962.07471464,1.09226833,116803.04062918,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Beauty | Paid Search,Beauty,Paid Search,114404.62862315,1.09985323,127296.79722826,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Electronics | Affiliate,Electronics,Affiliate,80895.46682048,1.08755677,194208.09533843,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,69243.16715962,1.05782726,91735.54755742,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Electronics | Paid Search,Electronics,Paid Search,80158.50598558,1.01658400,142844.50416112,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Grocery | Affiliate,Grocery,Affiliate,79817.19730321,0.97203877,109168.22442552,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,61726.19218780,0.93306079,155422.60125036,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Grocery | Paid Search,Grocery,Paid Search,64286.81319692,0.90741079,108504.63230088,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Home | Affiliate,Home,Affiliate,37583.29159498,0.90019584,100844.57537874,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Home | Lifecycle CRM,Home,Lifecycle CRM,149734.43191436,0.91285247,119791.20896947,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-22,Home | Paid Search,Home,Paid Search,131203.41287620,0.94286069,251374.29123699,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Beauty | Affiliate,Beauty,Affiliate,91901.89317935,1.08229839,101958.56464206,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Beauty | Lifecycle CRM,Beauty,Lifecycle CRM,66170.31636359,1.09881420,139333.79755479,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Beauty | Paid Search,Beauty,Paid Search,50322.27887163,1.09565554,82822.30801265,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Electronics | Affiliate,Electronics,Affiliate,51373.79796512,1.07345130,131194.55454656,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Electronics | Lifecycle CRM,Electronics,Lifecycle CRM,83295.01440598,1.03662248,95038.09675849,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Electronics | Paid Search,Electronics,Paid Search,84552.99808005,0.99250192,145349.19349157,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Grocery | Affiliate,Grocery,Affiliate,45017.74974841,0.94987427,74018.32299960,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Grocery | Lifecycle CRM,Grocery,Lifecycle CRM,82212.79275134,0.91722694,170915.91333499,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Grocery | Paid Search,Grocery,Paid Search,137200.21690731,0.90106020,137824.27801456,synthetic_fixture,public-safe-schema-fixture-v1
2024-07-29,Home | Affiliate,Home,Affiliate,43297.56927545,0.90459296,112821.73992027,synthetic_fixture,public-safe-schema-fixture-v1
